"id";"oil_field";"tag_key";"tag_value";"last_update";"last_actual_update";"description";"note";"status"
"3514";"DMB";"DbP_111_DOS.Value";"163.437713623";"2022-05-15 22:26:17";"2022-05-15 17:25:07";"Расходомер газа	
	
";"Мгновенный расход газа
";"A"
"3515";"DMB";"DbP_117_DOS.Value";"804368.125";"2022-05-15 22:26:17";"2022-05-15 17:25:07";"Расходомер газа	
	
";"Накопленный расход газа
";"A"
"3516";"DMB";"DbP_118_DOS.Value";"33.2227897644";"2022-05-15 22:26:17";"2022-05-15 17:24:50";"Массомер на линии перекачки нефти";"Мгновенный расход объем
";"A"
"3517";"DMB";"DbP_119_DOS.Value";"1080.86437988";"2022-05-15 22:26:17";"2022-05-15 17:24:49";"Массомер на линии перекачки нефти";"Плотность
";"A"
"3518";"DMB";"Vlazhnost";"35.3798217773";"2022-05-15 22:26:18";"2022-05-15 17:25:03";"Массомер на линии перекачки нефти";"Влажность
";"A"
"3519";"DMB";"Vlazh_sred";"35.7496185303";"2022-05-15 22:26:18";"2022-05-15 14:01:46";"Массомер на линии перекачки нефти";"Скользящее среднее 2ч
";"A"
"3520";"DMB";"Дос_Давление_Коллектора";"14.6737642288";"2022-05-15 22:26:18";"2022-05-15 17:25:07";"Массомер на линии перекачки нефти";"давление коллектора
";"A"
"3521";"DMB";"DbP_121_DOS.Value";"373357.8125";"2022-05-15 22:26:18";"2022-05-15 17:24:49";"Массомер на линии перекачки нефти";"Накопленный расход объем
";"A"
"3522";"DMB";"DbP_120_DOS.Value";"379176.15625";"2022-05-15 22:26:18";"2022-05-15 17:24:49";"Массомер на линии перекачки нефти";"Накопленный расход масса
";"A"
"3523";"DMB";"DC_7_REAL_DATA_Temperature_OIL";"25.7107849121";"2022-05-14 10:50:46";"2022-05-14 05:58:54";"ГЗУ7";"Температура Жидкости";"A"
"3524";"DMB";"DC_7_PIT_koll__OutV";"2.15209341049";"2022-05-14 10:50:46";"2022-05-14 05:58:54";"ГЗУ7";"Давление в коллекторе
";"A"
"3525";"DMB";"DC_7_main_db_Cel_Otvoda";"8";"2022-05-14 10:50:46";"2022-05-14 05:01:57";"ГЗУ7";"Текущий отвод на замере
";"A"
"3527";"DMB";"DC_7_MASSOMER_DATA_Average_Oil_Volume(m3/sut)";"55.4637947083";"2022-05-14 10:50:46";"2022-05-14 05:01:52";"ГЗУ7";"Дебет жидкости объемный
";"A"
"3528";"DMB";"DC_7_MASSOMER_DATA_NUM_Skv";"111";"2022-05-14 10:50:46";"2022-05-14 05:01:55";"ГЗУ7";"Скважина
";"A"
"3529";"DMB";"DC_7a_REAL_DATA_Temperature_OIL";"23.4078063965";"2022-05-14 10:50:46";"2022-05-14 05:58:54";"ГЗУ7а";"Температура Жидкости";"A"
"3530";"DMB";"DC_7a_PIT_koll__OutV";"-9.98824501038";"2022-05-14 10:50:46";"2022-05-14 05:58:54";"ГЗУ7а";"Давление в коллекторе
";"A"
"3531";"DMB";"DC_7a_main_db_Cel_Otvoda";"13";"2022-05-14 10:50:46";"2022-05-14 05:28:54";"ГЗУ7а";"Текущий отвод на замере
";"A"
"3533";"DMB";"DC_7a_MASSOMER_DATA_Average_Oil_Volume(m3/sut)";"81.4056396484";"2022-05-14 10:50:46";"2022-05-14 05:27:26";"ГЗУ7а";"Дебет жидкости объемный
";"A"
"3534";"DMB";"DC_7a_MASSOMER_DATA_NUM_Skv";"103";"2022-05-14 10:50:46";"2022-05-14 05:27:29";"ГЗУ7а";"Скважина
";"A"
"3535";"DMB";"DC_8_REAL_DATA_Temperature_OIL";"21.4996337891";"2022-05-14 10:50:46";"2022-05-14 05:58:54";"ГЗУ8";"Температура Жидкости";"A"
"3536";"DMB";"DC_8_PIT_koll__OutV";"4.06908416748";"2022-05-14 10:50:46";"2022-05-14 05:58:54";"ГЗУ8";"Давление в коллекторе
";"A"
"3537";"DMB";"DC_8_main_db_Cel_Otvoda";"13";"2022-05-14 10:50:47";"2022-05-14 03:13:54";"ГЗУ8";"Текущий отвод на замере
";"A"
"3539";"DMB";"DC_8_MASSOMER_DATA_Average_Oil_Volume(m3/sut)";"7.97794246674";"2022-05-14 10:50:47";"2022-05-14 03:11:47";"ГЗУ8";"Дебет жидкости объемный
";"A"
"3540";"DMB";"DC_8_MASSOMER_DATA_NUM_Skv";"68";"2022-05-14 10:50:47";"2022-05-14 03:11:50";"ГЗУ8";"Скважина
";"A"
"3541";"DMB";"DC_9_REAL_DATA_OP_OIL_Temperature";"24.3757324219";"2022-05-14 10:50:47";"2022-05-14 05:58:54";"ГЗУ9";"Температура Жидкости";"A"
"3542";"DMB";"DC_9_PIT_OutV";"4.67130851746";"2022-05-14 10:50:47";"2022-05-14 05:58:54";"ГЗУ9";"Давление в коллекторе
";"A"
"3543";"DMB";"DC_9_main_db_Tekuwii-Otvod";"6";"2022-05-14 10:50:47";"2022-05-14 04:17:41";"ГЗУ9";"Текущий отвод на замере
";"A"
"3544";"DMB";"DC_9_Poslednyi_zamer_poslednyi_zamer_Debet_jidkosti_m3/sut";"23.9400405884";"2022-05-14 10:50:47";"2022-05-14 04:17:37";"ГЗУ9";"Дебет жидкости объемный
";"A"
"3545";"DMB";"DC_9_Poslednyi_zamer_poslednyi_zamer_Nomer_skv";"94";"2022-05-14 10:50:47";"2022-05-14 04:17:37";"ГЗУ9";"Скважина
";"A"
"3546";"NRG";"NJ_9b_TIT_LIQ";"12.8824529648";"2022-05-15 22:27:26";"2022-05-15 17:35:55";"ГЗУ9b";"Температура Жидкости";"A"
"3547";"NRG";"NJ_9b_PIT_KOLL";"7.69135046005";"2022-05-15 22:27:26";"2022-05-15 17:35:55";"ГЗУ9b";"Давление в коллекторе";"A"
"3548";"NRG";"NJ_9b_Tekuwi_Otvod";"5";"2022-05-15 22:27:26";"2022-05-15 15:20:55";"ГЗУ9b";"Текущий отвод на замере";"A"
"3549";"NRG";"NJ_9b_last_Qv";"15.4770698547";"2022-05-15 22:27:26";"2022-05-15 15:44:11";"ГЗУ9b";"Дебет жидкости объемный";"A"
"3550";"NRG";"NJ_9b_last_skv";"5";"2022-05-15 22:27:26";"2022-03-29 00:00:00";"ГЗУ9b";"Скважина";"A"
"3551";"DMB";"DC_7_main_db_Tekuwaya_vremya_otvoda-1";"54";"2022-05-14 10:50:46";"2022-05-14 05:57:58";"ГЗУ7";"Пройденное время
";"A"
"3552";"DMB";"DC_7a_main_db_Tekuwaya_vremya_otvoda-1";"29";"2022-05-14 10:50:46";"2022-05-14 05:58:54";"ГЗУ7а";"Пройденное время
";"A"
"3553";"DMB";"DC_8_main_db_Tekuwaya_vremya_otvoda-1";"166";"2022-05-14 10:50:47";"2022-05-14 05:58:54";"ГЗУ8";"Пройденное время
";"A"
"3554";"DMB";"DC_9_main_db_ostalos_vremya";"19";"2022-05-14 10:50:47";"2022-05-14 05:58:54";"ГЗУ9";"Пройденное время
";"A"
"3555";"ZPV";"WP_1_REAL_DATA_Temperature_OIL";"19.2556152344";"2022-05-15 22:26:08";"2022-05-15 19:34:33";"ГЗУ1";"Температура Жидкости
";"A"
"3556";"ZPV";"WP_1_PIT_koll__OutV";"-71.111114502";"2022-05-15 22:26:08";"2022-05-14 05:27:20";"ГЗУ1";"Давление в коллекторе";"A"
"3557";"ZPV";"WP_1_main_db_Cel_Otvoda";"14";"2022-05-15 22:26:08";"2022-05-15 19:02:33";"ГЗУ1";"Текущий отвод на замере
";"A"
"3558";"ZPV";"WP_1_main_db_Tekuwaya_vremya_otvoda-1";"0";"2022-05-15 22:26:08";"2022-05-15 19:02:30";"ГЗУ1";"Пройденное время
";"A"
"3559";"ZPV";"WP_1_MASSOMER_DATA_Average_Oil_Volume(m3/sut)";"35.3759994507";"2022-05-15 22:26:08";"2022-05-15 19:02:30";"ГЗУ1";"Дебет жидкости объемный
";"A"
"3560";"ZPV";"WP_1_MASSOMER_DATA_NUM_Skv";"98";"2022-05-15 22:26:08";"2022-05-15 19:02:33";"ГЗУ1";"Скважина
";"A"
"3561";"ZPV";"WP_2b_REAL_DATA_Temperature_OIL";"21.3977966309";"2022-05-15 22:26:08";"2022-05-15 19:34:33";"ГЗУ2b";"Температура Жидкости
";"A"
"3562";"ZPV";"WP_2b_PIT_koll__OutV";"2.97676086426";"2022-05-15 22:26:08";"2022-05-15 19:34:33";"ГЗУ2b";"Давление в коллекторе";"A"
"3563";"ZPV";"WP_2b_main_db_Cel_Otvoda";"14";"2022-05-15 22:26:08";"2022-05-15 17:39:33";"ГЗУ2b";"Текущий отвод на замере
";"A"
"3564";"ZPV";"WP_2b_main_db_Tekuwaya_vremya_otvoda-1";"115";"2022-05-15 22:26:08";"2022-05-15 19:34:33";"ГЗУ2b";"Пройденное время
";"A"
"3565";"ZPV";"WP_2b_MASSOMER_DATA_Average_Oil_Volume(m3/sut)";"14.3087177277";"2022-05-15 22:26:08";"2022-05-15 17:36:34";"ГЗУ2b";"Дебет жидкости объемный
";"A"
"3566";"ZPV";"WP_2b_MASSOMER_DATA_NUM_Skv";"405";"2022-05-15 22:26:08";"2022-05-15 17:36:37";"ГЗУ2b";"Скважина
";"A"
"3567";"ZPV";"WP_1a_REAL_DATA_OP_OIL_Temperature";"17.0219421387";"2022-05-15 22:26:08";"2022-05-15 19:34:33";"ГЗУ1a";"Температура Жидкости
";"A"
"3568";"ZPV";"WP_1a_PIT_OutV";"6.22366380692";"2022-05-15 22:26:08";"2022-05-15 19:34:33";"ГЗУ1a";"Давление в коллекторе";"A"
"3569";"ZPV";"WP_1a_main_db_Tekuwii-Otvod";"7";"2022-05-15 22:26:08";"2022-05-15 19:19:33";"ГЗУ1a";"Текущий отвод на замере
";"A"
"3570";"ZPV";"WP_1a_Poslednyi_zamer_poslednyi_zamer_Debet_jidkosti_m3/sut";"26.8733692169";"2022-05-15 22:26:08";"2022-05-15 19:16:19";"ГЗУ1a";"Дебет жидкости объемный
";"A"
"3571";"ZPV";"WP_1a_Poslednyi_zamer_poslednyi_zamer_Nomer_skv";"99";"2022-05-15 22:26:08";"2022-05-15 19:16:19";"ГЗУ1a";"Скважина
";"A"
"3572";"ZPV";"WP_2a_REAL_DATA_OP_OIL_Temperature";"17.1145324707";"2022-05-15 22:26:08";"2022-05-15 19:34:33";"ГЗУ2a";"Температура Жидкости
";"A"
"3573";"ZPV";"WP_2a_PIT_OutV";"5.98440170288";"2022-05-15 22:26:08";"2022-05-15 19:34:33";"ГЗУ2a";"Давление в коллекторе";"A"
"3574";"ZPV";"WP_2a_main_db_Tekuwii-Otvod";"5";"2022-05-15 22:26:08";"2022-05-15 18:54:33";"ГЗУ2a";"Текущий отвод на замере
";"A"
"3575";"ZPV";"WP_2a_main_db_ostalos_vremya";"197";"2022-05-15 22:26:08";"2022-05-15 19:34:33";"ГЗУ2a";"Оставшееся время
";"A"
"3576";"ZPV";"WP_2a_Poslednyi_zamer_poslednyi_zamer_Debet_jidkosti_m3/sut";"17.7585067749";"2022-05-15 22:26:08";"2022-05-15 18:48:48";"ГЗУ2a";"Дебет жидкости объемный
";"A"
"3577";"ZPV";"WP_2a_Poslednyi_zamer_poslednyi_zamer_Nomer_skv";"401";"2022-05-15 22:26:08";"2022-05-15 18:48:48";"ГЗУ2a";"Скважина
";"A"
"3578";"ZPV";"WP_3a_REAL_DATA_OP_OIL_Temperature";"19.1502075195";"2022-05-15 22:26:08";"2022-05-15 19:34:33";"ГЗУ3a";"Температура Жидкости
";"A"
"3579";"ZPV";"WP_3a_PIT_OutV";"0.122479431331";"2022-05-15 22:26:08";"2022-05-15 19:34:33";"ГЗУ3a";"Давление в коллекторе";"A"
"3580";"ZPV";"WP_3a_main_db_Tekuwii-Otvod";"2";"2022-05-15 22:26:08";"2022-05-15 18:39:33";"ГЗУ3a";"Текущий отвод на замере
";"A"
"3581";"ZPV";"WP_3a_main_db_ostalos_vremya";"121";"2022-05-15 22:26:08";"2022-05-15 19:34:33";"ГЗУ3a";"Оставшееся время
";"A"
"3582";"ZPV";"WP_3a_Poslednyi_zamer_poslednyi_zamer_Debet_jidkosti_m3/sut";"7.14750289917";"2022-05-15 22:26:08";"2022-05-15 18:34:37";"ГЗУ3a";"Дебет жидкости объемный
";"A"
"3583";"ZPV";"WP_3a_Poslednyi_zamer_poslednyi_zamer_Nomer_skv";"326";"2022-05-15 22:26:08";"2022-05-15 18:34:37";"ГЗУ3a";"Скважина
";"A"
"3584";"ZPV";"WP_3_TIT_LIQ";"26.25";"2022-05-15 22:26:08";"2022-05-15 19:26:47";"ГЗУ3";"Температура Жидкости
";"A"
"3585";"ZPV";"WP_3_PIT_KOLL";"0.618869781494";"2022-05-15 22:26:08";"2022-05-15 19:34:33";"ГЗУ3";"Давление в коллекторе";"A"
"3586";"ZPV";"WP_3_CURRENT_TIME";"0";"2022-05-15 22:26:09";"2022-05-14 05:29:33";"ГЗУ3";"Пройденное время
";"A"
"3587";"ZPV";"WP_3_Tekuwii_Otvod";"12";"2022-05-15 22:26:09";"2022-05-14 05:29:33";"ГЗУ3";"Текущий отвод на замере
";"A"
"3588";"ZPV";"WP_3_last_Qv";"0.565803050995";"2022-05-15 22:26:09";"2022-05-14 05:27:20";"ГЗУ3";"Дебет жидкости объемный
";"A"
"3590";"ZPV";"WP_1a_main_db_ostalos_vremya";"140";"2022-05-15 22:26:08";"2022-05-15 19:34:33";"ГЗУ1a";"Оставшееся время
";"A"
"3592";"NRG";"NJ_8a_PIT_OutV";"4.48616504669";"2022-05-15 22:27:25";"2022-05-15 17:35:55";"ГЗУ8а";"Давление в коллекторе";"A"
"3599";"ZPV";"WP_3_SKV_NA_ZAMERE";"439";"2022-05-15 22:26:09";"2022-05-14 05:27:20";"ГЗУ3";"Скважина
";"A"
"3619";"ATB";"AK_6_TIT_LIQ";"None";"2022-05-15 22:26:14";"2022-05-15 22:29:19";"ГЗУ6n";"Температура Жидкости
";"A"
"3620";"ATB";"AK_6_PIT_KOLL";"None";"2022-05-15 22:26:14";"2022-05-15 22:29:19";"ГЗУ6n";"Давление в коллекторе
";"A"
"3621";"ATB";"AK_6_CURRENT_TIME";"None";"2022-05-15 22:26:14";"2022-05-15 22:29:19";"ГЗУ6n";"Пройденное время
";"A"
"3622";"ATB";"AK_6_Tekuwi_Otvod";"None";"2022-05-15 22:26:14";"2022-05-15 22:29:19";"ГЗУ6n";"Текущий отвод на замере
";"A"
"3623";"ATB";"AK_6_last_Qv";"None";"2022-05-15 22:26:14";"2022-05-15 22:29:19";"ГЗУ6n";"Дебет жидкости объемный
";"A"
"3624";"ATB";"AK_6_last_skv";"None";"2022-05-15 22:26:14";"2022-05-15 22:29:19";"ГЗУ6n";"Скважина
";"A"
"3625";"ATB";"AK_6a_REAL_DATA_OP_OIL_Temperature";"20.1149291992";"2022-05-15 22:26:14";"2022-05-15 17:29:18";"ГЗУ6a";"Температура Жидкости
";"A"
"3626";"ATB";"AK_6a_PIT_OutV";"1.19346237183";"2022-05-15 22:26:14";"2022-05-15 17:29:19";"ГЗУ6a";"Давление в коллекторе
";"A"
"3628";"ATB";"AK_6a_main_db_Tekuwii-Otvod";"11";"2022-05-15 22:26:14";"2022-05-15 14:34:19";"ГЗУ6a";"Текущий отвод на замере
";"A"
"3629";"ATB";"AK_6a_Poslednyi_zamer_poslednyi_zamer_Debet_jidkosti_m3/sut";"23.6930351257";"2022-05-15 22:26:14";"2022-05-15 14:31:23";"ГЗУ6a";"Дебет жидкости объемный
";"A"
"3630";"ATB";"AK_6a_Poslednyi_zamer_poslednyi_zamer_Nomer_skv";"106";"2022-05-15 22:26:14";"2022-05-15 14:31:23";"ГЗУ6a";"Скважина
";"A"
"3631";"ATB";"AK_6b_REAL_DATA_Temperature_OIL";"23.7904968262";"2022-05-15 22:26:14";"2022-05-15 17:29:19";"ГЗУ6b";"Температура Жидкости
";"A"
"3632";"ATB";"AK_6b_PIT_koll__OutV";"7.29179859161";"2022-05-15 22:26:14";"2022-05-15 17:29:19";"ГЗУ6b";"Давление в коллекторе
";"A"
"3633";"ATB";"AK_6b_main_db_Tekuwaya_vremya_otvoda-1";"152";"2022-05-15 22:26:14";"2022-05-15 17:28:37";"ГЗУ6b";"Пройденное время
";"A"
"3634";"ATB";"AK_6b_main_db_Cel_Otvoda";"7";"2022-05-15 22:26:14";"2022-05-15 14:53:37";"ГЗУ6b";"Текущий отвод на замере
";"A"
"3635";"ATB";"AK_6b_MASSOMER_DATA_Average_Oil_Volume(m3/sut)";"24.9891357422";"2022-05-15 22:26:14";"2022-05-15 14:53:34";"ГЗУ6b";"Дебет жидкости объемный
";"A"
"3636";"ATB";"AK_6b_MASSOMER_DATA_NUM_Skv";"120";"2022-05-15 22:26:14";"2022-05-15 14:53:37";"ГЗУ6b";"Скважина
";"A"
"3637";"ATB";"AK_6a_main_db_ostalos_vremya";"3";"2022-05-15 22:26:14";"2022-05-15 17:29:19";"ГЗУ6a";"Остав. врем. Зам. ";"A"
